model,beta,mu,mse_infected,mae_infected,rmse_infected,mape_infected,curve_accuracy,r2_infected,peak_infected_error,time_to_peak_error,final_infected_error,rss_infected,aic_infected,bic_infected,mse_recovered,mae_recovered,r2_recovered,sigma,gamma
SIR,0.028,0.18,972.9677968409586,24.74509803921569,31.192431723752456,0.9849306298417987,0.015069370158201312,-1.1825388626288187,42.66666666666666,8.0,4.0,49621.35763888889,354.89790022818704,358.7615514936357,4296.200708061003,55.65522875816993,0.26366863625826664,,
SIR,0.028,0.22,825.2826116557733,23.825163398692812,28.72773244890333,0.9454394968899769,0.05456050311002314,-0.8512548703448597,23.416666666666657,9.0,4.0,42089.41319444444,346.50202025012226,350.3656715155709,4409.026416122004,55.607843137254896,0.24433129307366985,,
SEIR,0.016,,347.59592864923746,16.276143790849673,18.64392471153103,0.8532107158782142,0.14678928412178582,0.22028085078285242,12.583333333333336,8.0,7.666666666666666,17727.39236111111,304.40307470937165,310.19855160754463,1065.648011982571,25.792483660130717,0.8173572169336714,0.28,0.14
SEIR,0.016,,404.840209694989,15.985294117647058,20.12064138378767,0.7079880444491723,0.2920119555508277,0.09187180327763322,29.750000000000007,9.0,7.083333333333334,20646.85069444444,312.17811470982065,317.9735916079936,1576.2124183006536,33.74836601307189,0.7298509268116122,0.28,0.18
SEIR,0.016,,527.2094907407406,16.723856209150323,22.96104289314274,0.5575029369923898,0.44249706300761016,-0.18262413825449664,36.33333333333334,9.0,2.666666666666667,26887.684027777774,325.6474972446917,331.44297414286467,2266.664488017429,41.02777777777777,0.6115134587461801,0.28,0.22
SEIR,0.016,,259.6828022875817,13.968954248366012,16.1146766113249,0.6900866016453215,0.30991339835467846,0.4174855429036909,7.166666666666671,4.0,4.916666666666666,13243.822916666666,289.53250564596027,295.32798254413325,682.5669934640524,19.862745098039216,0.8830139652927631,0.34,0.14
SEIR,0.016,,322.34225217864923,13.751633986928105,17.953892396320338,0.5366470686096066,0.46335293139039335,0.2769293138669018,22.500000000000007,6.0,3.583333333333333,16439.45486111111,300.55630767784885,306.3517845760218,1023.8651960784314,25.812091503267975,0.8245184274790582,0.34,0.18
SEIR,0.016,,572.4386574074074,17.589869281045754,23.92569032248406,0.6309467907848963,0.36905320921510365,-0.2840811590262253,36.08333333333334,7.0,4.5,29194.371527777777,329.84518463376526,335.64066153193824,2345.7412854030504,41.23366013071895,0.5979603847591962,0.34,0.22
SEIR,0.016,,129.0597086056645,9.364379084967322,11.360444912311511,0.3602687698650265,0.6397312301349736,0.710496246077241,2.0833333333333286,4.0,0.583333333333333,6582.045138888889,253.8740328889083,259.66950978708127,193.2122821350763,11.514705882352944,0.966885098517573,0.5,0.14
SEIR,0.016,,201.55603213507624,10.282679738562091,14.197043077171958,0.35376228201744636,0.6462377179825536,0.5478741695661962,20.500000000000007,6.0,0.16666666666666696,10279.357638888889,276.60943830999605,282.40491520816903,306.189133986928,13.499999999999995,0.9475218506043098,0.5,0.18
